watch time,stream time,peak viewers,average viewers,followers,followers gained,views gained,partnered,mature,top count
19528110,191685,1169,98,13901,9090,851757,TRUE,FALSE,4954
19526145,15870,3062,1138,111989,20331,1021968,TRUE,FALSE,4955
19522140,59955,3397,288,56117,42874,425993,TRUE,FALSE,4956
19520880,64635,10953,275,21542,16481,512691,TRUE,TRUE,4957
19520400,29910,3220,660,118069,86390,671192,TRUE,FALSE,4958
19519200,59310,21173,333,176793,37858,642150,TRUE,TRUE,4959
19518765,57075,2118,330,45409,13229,403750,TRUE,FALSE,4960
19515450,78135,4643,227,188383,-7361,632872,TRUE,TRUE,4961
19514910,142800,3426,125,6548,3295,1878250,TRUE,FALSE,4962
19510485,133155,3326,139,48393,22489,360163,TRUE,FALSE,4963
19508130,45615,2677,422,24213,8227,392462,TRUE,FALSE,4964
19505610,141315,2437,136,18882,5072,426370,TRUE,TRUE,4965
19500330,94035,3298,214,63723,34083,2912751,TRUE,FALSE,4966
19493580,21240,2536,944,30441,27250,680115,TRUE,FALSE,4967
19491900,25020,5384,771,143769,135334,1158344,TRUE,FALSE,4968
19488840,61095,5970,307,19233,11012,2215310,TRUE,FALSE,4969
19485885,74250,1701,258,55828,33280,416506,TRUE,TRUE,4970
19484340,106275,3532,169,38628,31970,2510882,TRUE,TRUE,4971
19477365,185115,809,95,12544,7139,357543,TRUE,TRUE,4972
19472925,115890,3279,152,20108,9418,2673100,TRUE,TRUE,4973
19465140,121995,586,157,19225,11028,282795,TRUE,FALSE,4974
19425675,44925,12434,423,71588,70084,416605,TRUE,FALSE,4975
19423755,8085,5503,2444,64252,62841,372510,FALSE,FALSE,4976
19422600,46800,1406,417,48443,30414,453066,TRUE,FALSE,4977
19419990,35040,3959,570,73226,66292,1027665,TRUE,FALSE,4978
19418370,14520,15855,618,7455,7265,182035,FALSE,FALSE,4979
19405545,125445,2009,142,56474,1195,509568,TRUE,FALSE,4980
19393020,24240,6521,747,122772,121993,1674187,FALSE,TRUE,4981
19392480,112185,1378,164,23994,10185,319708,TRUE,TRUE,4982
19366155,54300,1281,350,181983,9543,421519,TRUE,TRUE,4983
19364565,39195,1583,452,72059,29374,1802096,TRUE,FALSE,4984
19363215,107610,1743,177,20708,6028,940712,TRUE,FALSE,4985
19362315,36285,1604,539,243298,8962,1950953,TRUE,FALSE,4986
19356465,89385,3405,190,27679,27290,277277,TRUE,FALSE,4987
19354680,116370,1742,148,37916,8743,413280,TRUE,TRUE,4988
19352355,79620,20245,255,78739,15131,3074953,TRUE,FALSE,4989
19351155,59160,1434,285,93462,92228,921936,TRUE,FALSE,4990
19347345,17085,3326,1173,50125,47058,170738,FALSE,TRUE,4991
19339545,36270,3625,571,41334,33559,1175207,TRUE,TRUE,4992
19328040,126030,2280,149,10574,1733,489826,TRUE,FALSE,4993
19319850,20175,3746,951,14786,14707,404372,TRUE,FALSE,4994
19319730,14910,29911,433,36435,36312,5077958,TRUE,TRUE,4995
19312065,21540,4873,799,147820,104313,516181,TRUE,FALSE,4996
19308735,33930,2822,540,330639,132155,692010,TRUE,FALSE,4997
19307085,99585,8056,183,48920,9443,583888,TRUE,FALSE,4998
19303425,106725,832,174,24652,9367,426310,TRUE,TRUE,4999
19298280,154305,7315,120,7255,3678,385839,TRUE,FALSE,5000
19292685,140295,8354,135,10576,4515,391654,TRUE,TRUE,5001
19287180,83400,1531,225,35043,29208,1117164,TRUE,FALSE,5002
19286625,73290,3375,259,37530,25559,871553,TRUE,FALSE,5003
19279830,145185,2645,138,15753,8076,1161463,TRUE,FALSE,5004
19266465,113070,6391,146,22812,1121,352383,TRUE,TRUE,5005
19263870,32550,8334,532,30088,16577,247147,FALSE,TRUE,5006
19262520,114540,2485,162,23094,6079,1300628,TRUE,TRUE,5007
19255095,59985,2052,261,10808,5068,197780,TRUE,FALSE,5008
19251795,124140,2465,155,26314,19519,269142,TRUE,TRUE,5009
19251465,109230,1863,172,51016,5161,312903,TRUE,TRUE,5010
19246215,11595,11361,1375,78442,27873,8244232,TRUE,TRUE,5011
19243395,82980,653,224,13250,9881,1629044,TRUE,FALSE,5012
19241685,26190,6193,709,66484,10658,390666,TRUE,FALSE,5013
19240350,90285,3044,190,25190,13603,1721267,TRUE,FALSE,5014
19237440,122310,1052,132,34144,33567,740767,TRUE,FALSE,5015
19237320,20415,2808,931,70895,10554,304661,TRUE,FALSE,5016
19232865,84975,1454,221,62453,19689,1987026,TRUE,FALSE,5017
19229190,131430,4500,149,19328,3568,3629432,TRUE,TRUE,5018
19226460,97890,8915,166,26610,25626,538460,TRUE,FALSE,5019
19223925,52185,2438,352,40522,36183,930327,TRUE,FALSE,5020
19218960,70140,7426,242,87143,17455,467589,TRUE,TRUE,5021
19217265,71325,1594,252,20463,4197,278091,TRUE,TRUE,5022
19210185,169725,394,107,4087,2019,261771,FALSE,FALSE,5023
19206465,50205,1052,374,35606,5754,669310,TRUE,FALSE,5024
19184100,8340,6854,1950,23831,23675,1358859,TRUE,FALSE,5025
19174575,177570,5396,104,14553,5318,380443,TRUE,TRUE,5026
19169955,25995,3070,709,155423,119107,786680,TRUE,TRUE,5027
19165770,18105,8269,1122,93822,92717,977566,TRUE,FALSE,5028
19165470,29970,1962,541,21095,7333,242173,TRUE,FALSE,5029
19164120,31365,4461,557,92210,81032,892493,TRUE,FALSE,5030
19159815,68085,3689,251,47484,30494,614238,TRUE,FALSE,5031
19158375,133905,623,149,9832,1387,394317,FALSE,FALSE,5032
19157970,142110,1687,132,55231,-3016,1103734,TRUE,FALSE,5033
19153950,115770,2346,162,49056,15556,755267,TRUE,FALSE,5034
19153860,21120,5610,801,42444,232,89712,TRUE,FALSE,5035
19151775,67500,2683,280,11742,7293,482729,FALSE,TRUE,5036
19147170,130890,4472,127,37360,15492,1294584,TRUE,FALSE,5037
19144470,23265,8025,704,71228,9123,450506,TRUE,TRUE,5038
19139835,90990,838,204,17436,2501,325768,TRUE,FALSE,5039
19134345,109005,2489,172,38149,10609,203978,TRUE,TRUE,5040
19133400,48555,6774,331,10996,10915,2328798,TRUE,FALSE,5041
19131705,83910,348,199,2645,2645,61973,FALSE,FALSE,5042
19128765,69510,15078,181,50190,43324,1361017,TRUE,FALSE,5043
19116480,21435,2440,820,233257,42234,905531,TRUE,FALSE,5044
19106190,74280,1791,244,36306,3423,476868,TRUE,TRUE,5045
19106115,44730,3618,430,236820,45653,558002,TRUE,FALSE,5046
19104540,19230,27694,1076,86228,42087,1970416,TRUE,FALSE,5047
19102605,24375,19664,479,50088,35455,1027503,FALSE,FALSE,5048
19095375,83010,12831,215,125945,33730,781968,TRUE,FALSE,5049
19090905,8145,8810,1826,35958,34905,1294310,TRUE,FALSE,5050
19090530,47100,1566,385,160550,2203,603043,TRUE,FALSE,5051
19090200,101310,718,183,25067,3455,225366,TRUE,FALSE,5052
19080675,56295,3344,320,68214,62375,688512,TRUE,FALSE,5053
19072470,118110,3021,161,31306,2167,1071135,TRUE,FALSE,5054
19070925,54750,1295,325,7280,4084,264462,TRUE,FALSE,5055
19068135,145215,757,127,103637,3268,280869,TRUE,FALSE,5056
19067580,80595,2842,229,63107,6412,727111,TRUE,TRUE,5057
19041015,9210,4539,2042,6086,2148,17334091,TRUE,FALSE,5058
19039950,58620,3579,335,70437,48409,1114585,TRUE,FALSE,5059
19038600,41670,2312,453,52757,24398,337638,TRUE,FALSE,5060
19038585,16665,8046,1050,76750,70131,448029,FALSE,TRUE,5061
19036500,74985,1928,231,104777,41008,268255,TRUE,TRUE,5062
19036305,68550,2107,273,50061,46051,1992459,TRUE,TRUE,5063
19031445,82665,851,220,39879,21024,839314,TRUE,TRUE,5064
19028610,45735,1208,421,45328,39856,397991,TRUE,FALSE,5065
19027320,66420,2262,280,37813,14554,190336,TRUE,FALSE,5066
19026465,105675,5922,173,27819,3432,2263453,TRUE,FALSE,5067
19025070,98025,2620,189,26875,13884,279499,TRUE,FALSE,5068
19013925,108795,1842,172,12725,5585,437169,TRUE,TRUE,5069
19012095,93030,2256,210,23035,9563,646213,TRUE,TRUE,5070
19009365,123360,7176,146,37087,30308,310095,TRUE,FALSE,5071
19005495,34350,3119,512,71913,68826,292784,TRUE,FALSE,5072
19002495,44820,4878,397,30215,28366,695231,TRUE,TRUE,5073
19000695,138105,7606,148,178296,39918,956424,TRUE,TRUE,5074
18993300,82245,1187,233,90558,80212,1574454,TRUE,FALSE,5075
18985425,45150,8675,383,104793,74168,874350,TRUE,FALSE,5076
18985380,81030,3615,220,17523,14406,799798,TRUE,TRUE,5077
18984750,67845,3172,277,23915,13470,453545,TRUE,TRUE,5078
18982755,128280,4746,136,135525,3530,302838,TRUE,TRUE,5079
18978270,5250,11679,3638,54576,18825,510525,TRUE,FALSE,5080
18977760,34380,3708,551,51326,40693,256224,TRUE,TRUE,5081
18967950,4800,232818,1059,368209,87023,521427,TRUE,FALSE,5082
18964365,63240,1616,267,30387,8137,308426,TRUE,TRUE,5083
18963525,34635,3751,505,25610,24275,632817,FALSE,TRUE,5084
18956985,84975,3975,217,44924,40217,298442,TRUE,FALSE,5085
18955215,83505,9909,215,109848,10935,575238,TRUE,FALSE,5086
18946575,79980,642,239,15628,15522,387565,TRUE,FALSE,5087
18945570,116670,1475,161,20132,6610,659644,TRUE,TRUE,5088
18942960,45810,2670,425,35865,33106,792357,TRUE,FALSE,5089
18927720,60300,5195,260,22530,22356,594243,TRUE,FALSE,5090
18924255,27300,17879,663,193185,-7028,801561,TRUE,FALSE,5091
18923805,95790,2059,177,34494,8088,436966,TRUE,TRUE,5092
18922785,52110,914,339,22658,18139,447028,TRUE,FALSE,5093
18912480,44880,3815,396,143330,79643,547902,TRUE,FALSE,5094
18911670,301350,181,61,1874,1769,347330,FALSE,FALSE,5095
18910020,76590,1815,239,17252,11316,609902,TRUE,FALSE,5096
18907500,49815,9284,281,26192,26175,4767264,TRUE,FALSE,5097
18905835,16125,3384,1138,106015,102903,465694,FALSE,FALSE,5098
18904290,147345,487,124,55252,14859,697004,TRUE,TRUE,5099
18899595,96405,1419,86,50866,17251,361915,TRUE,FALSE,5100
18898050,90435,739,191,67265,44584,235575,TRUE,TRUE,5101
18895995,114330,890,162,24989,3063,1010660,TRUE,FALSE,5102
18893145,65325,2157,283,48527,48445,473479,TRUE,TRUE,5103
18880245,80775,11843,196,50225,44034,1307605,TRUE,TRUE,5104
18877995,98445,1176,188,19446,274,1071316,FALSE,FALSE,5105
18877605,83220,16878,181,86511,14936,272949,TRUE,TRUE,5106
18874560,223830,820,83,6270,2622,322342,TRUE,TRUE,5107
18869685,90795,945,208,20305,14432,336591,TRUE,TRUE,5108
18856935,61785,3605,316,68971,42924,832176,TRUE,FALSE,5109
18854295,142845,567,135,6439,6349,330329,TRUE,TRUE,5110
18846015,57540,1114,317,37141,14183,536233,TRUE,TRUE,5111
18844320,53475,1702,330,36745,32961,607969,TRUE,FALSE,5112
18839685,131580,602,142,18366,5999,415185,TRUE,FALSE,5113
18837135,103365,5375,177,44559,6319,334662,TRUE,FALSE,5114
18834165,144675,639,122,7144,7144,137345,FALSE,FALSE,5115
18828105,56430,2242,338,38831,13554,1869817,TRUE,FALSE,5116
18817365,72645,1713,241,29198,10469,753280,TRUE,FALSE,5117
18807855,12885,5990,1263,16070,3740,11343438,TRUE,FALSE,5118
18807825,66990,1222,257,44693,5454,407380,TRUE,FALSE,5119
18800400,90225,6588,205,10682,7969,332861,TRUE,FALSE,5120
18793350,211830,3427,88,4601,3433,452754,TRUE,TRUE,5121
18788055,56835,1993,318,23467,15901,331290,TRUE,FALSE,5122
18784665,40350,4764,376,36945,11842,1667646,TRUE,FALSE,5123
18784605,68280,1264,269,148673,81521,687655,TRUE,TRUE,5124
18777525,157755,1178,96,23164,23108,4034966,TRUE,FALSE,5125
18773025,120825,2974,142,46734,20753,1005237,TRUE,TRUE,5126
18757890,123510,1831,137,52383,1878,291802,TRUE,TRUE,5127
18746385,83205,2181,221,43861,21102,432238,TRUE,FALSE,5128
18742695,80850,6622,216,29450,19805,389987,TRUE,FALSE,5129
18741480,42540,5333,440,67509,9474,629023,TRUE,FALSE,5130
18732450,99240,1460,179,10738,5443,247164,TRUE,TRUE,5131
18731625,293265,763,62,18719,18579,285536,FALSE,FALSE,5132
18726735,109050,1798,167,33200,8633,963930,TRUE,FALSE,5133
18717990,110010,445,168,1540,1534,170255,TRUE,FALSE,5134
18717735,133500,1458,138,9020,2247,624741,TRUE,TRUE,5135
18712320,159585,440,109,17015,2173,1086147,TRUE,FALSE,5136
18710850,233805,631,60,11201,10234,256330,FALSE,TRUE,5137
18707925,114045,745,143,41088,2599,2182117,TRUE,FALSE,5138
18706125,2010,35649,9319,362023,356135,353954,TRUE,FALSE,5139
18700170,65985,2386,259,23828,23804,217478,TRUE,TRUE,5140
18699270,77175,1750,271,70956,31424,1659401,TRUE,TRUE,5141
18696480,500640,1272,36,8416,8286,276089,FALSE,FALSE,5142
18695400,74865,4022,240,113176,263,414280,TRUE,FALSE,5143
18694710,90360,3138,201,195,135,454074,FALSE,FALSE,5144
18694335,47385,1573,382,7868,1340,319503,FALSE,FALSE,5145
18691335,17805,8879,1166,107471,107460,403728,TRUE,FALSE,5146
18685155,126135,930,151,56290,43830,609401,TRUE,FALSE,5147
18680340,12675,3281,1472,35641,15145,669862,TRUE,FALSE,5148
18679200,19380,3772,951,133454,35485,657482,TRUE,FALSE,5149
18677115,122685,1851,141,73094,-1481,293824,TRUE,FALSE,5150
18668025,735,107313,36565,8117,7013,6163470,TRUE,FALSE,5151
18666450,131205,42374,142,35218,10153,383070,TRUE,TRUE,5152
18663600,66315,2828,273,87789,37930,429606,TRUE,FALSE,5153
18663285,71580,1969,257,20670,1351,812555,TRUE,FALSE,5154
18658575,133485,521,132,17976,6791,495417,TRUE,FALSE,5155
18654960,105150,1225,175,54642,12096,283553,TRUE,TRUE,5156
18652455,103875,1306,174,15911,10115,667347,TRUE,TRUE,5157
18651570,40815,5498,476,12579,10714,693377,TRUE,FALSE,5158
18643785,99135,2037,169,66508,19206,440763,TRUE,FALSE,5159
18638085,463470,416,39,8540,5009,75652,FALSE,FALSE,5160
18637980,76485,3167,228,49993,38651,724687,TRUE,FALSE,5161
18631980,55290,9533,313,120868,42102,1421971,TRUE,TRUE,5162
18631650,5610,9358,3359,231281,29876,653203,TRUE,FALSE,5163
18631320,72150,10412,237,70104,55623,751586,TRUE,TRUE,5164
18630300,25260,2792,701,119192,60445,370257,TRUE,FALSE,5165
18627750,48255,1639,394,24292,20200,283475,TRUE,FALSE,5166
18622155,12480,11615,1364,44545,10430,669078,TRUE,FALSE,5167
18621165,83610,1811,224,70888,22383,337831,TRUE,FALSE,5168
18610005,14670,3742,1205,12797,3284,229587,FALSE,FALSE,5169
18605550,3960,30348,3464,14104,14078,634507,TRUE,FALSE,5170
18600795,142755,1309,132,4404,4079,496447,FALSE,FALSE,5171
18597090,27450,5039,627,70955,36869,613838,TRUE,TRUE,5172
18593550,136050,6509,130,19831,9360,277170,TRUE,FALSE,5173
18591600,31215,5834,581,121947,26732,846861,TRUE,FALSE,5174
18589995,7125,23442,1509,38555,38524,4081005,FALSE,FALSE,5175
18586545,95925,833,194,5845,2852,453354,TRUE,FALSE,5176
18584505,66450,4518,280,15753,9913,354777,TRUE,TRUE,5177
18582540,10935,13114,1615,14577,14569,519134,TRUE,FALSE,5178
18582060,68205,1964,266,14772,10284,457246,TRUE,FALSE,5179
18578880,88020,2047,195,21320,8855,318852,TRUE,TRUE,5180
18576375,96615,605,191,17814,1360,203572,FALSE,FALSE,5181
18575385,30975,3215,621,142272,141510,435640,TRUE,FALSE,5182
18573315,9585,9022,1688,143101,117220,605818,TRUE,FALSE,5183
18568980,3765,13706,4582,147694,20610,443126,TRUE,TRUE,5184
18568530,4905,7756,3960,123483,73258,624987,TRUE,FALSE,5185
18567945,121050,6624,155,46707,18333,245494,TRUE,TRUE,5186
18561465,115860,1592,166,67613,36479,1677440,TRUE,FALSE,5187
18560430,42960,8461,428,45196,44497,345789,TRUE,FALSE,5188
18542700,75450,1023,227,26773,15901,782144,TRUE,TRUE,5189
18542235,48960,1525,365,4332,2106,1336324,FALSE,FALSE,5190
18540345,60105,1582,303,125623,40130,1740734,TRUE,FALSE,5191
18534315,29970,6074,501,152991,99876,680987,TRUE,FALSE,5192
18534135,193155,472,94,7835,6613,394100,TRUE,TRUE,5193
18533880,5895,58491,2362,84150,18975,454239,TRUE,FALSE,5194
18515475,65775,9231,186,49059,7489,3542106,TRUE,FALSE,5195
18502350,157200,564,119,20161,15818,340152,TRUE,TRUE,5196
18499860,27780,2586,640,79703,44585,454149,TRUE,TRUE,5197
18490650,29055,4820,443,19995,12091,576564,TRUE,TRUE,5198
18480405,95715,1094,183,45499,4289,299159,TRUE,FALSE,5199
18480000,31545,8798,593,139428,132314,700427,TRUE,FALSE,5200
18474855,113820,2971,161,18906,5477,837194,TRUE,FALSE,5201
18472470,57120,2724,287,50420,33776,1357779,TRUE,TRUE,5202
18471600,30540,3847,310,3006,3004,16986,FALSE,FALSE,5203
18469620,70365,1466,257,49742,12186,1026709,TRUE,FALSE,5204
18465270,87810,2093,201,30904,5815,328833,TRUE,FALSE,5205
18465060,66795,1398,258,28484,22986,289801,TRUE,TRUE,5206
18455670,119535,487,153,25980,22043,472400,TRUE,FALSE,5207
18453540,35220,4233,218,48801,48787,208973,FALSE,FALSE,5208
18450930,57645,971,334,61958,30362,496155,TRUE,FALSE,5209
18445065,23265,3340,673,29842,15048,375182,TRUE,TRUE,5210
18442995,81075,3764,204,53788,43722,630114,TRUE,FALSE,5211
18442005,73695,573,250,14441,13147,393536,FALSE,FALSE,5212
18440760,130560,3217,136,15042,4195,251106,TRUE,TRUE,5213
18440415,146985,1049,110,17335,5984,429308,TRUE,TRUE,5214
18435210,506565,5610,35,46287,2659,885124,TRUE,FALSE,5215
18427935,106215,668,168,9910,6926,617340,TRUE,FALSE,5216
18426420,77235,873,239,61270,9385,1427065,TRUE,FALSE,5217
18416220,45390,3163,407,69033,11250,313004,TRUE,FALSE,5218
18414210,121635,516,146,8085,3112,276192,TRUE,FALSE,5219
18412695,58740,3026,312,82607,37412,845452,TRUE,FALSE,5220
18411075,88665,8385,197,60533,3358,736472,TRUE,FALSE,5221
18406875,33555,2118,545,36763,36058,354639,TRUE,FALSE,5222
18406695,132420,4318,133,28079,8761,377401,TRUE,FALSE,5223
18406035,73665,727,250,111766,14913,568102,TRUE,FALSE,5224
18404865,29205,3027,566,21692,21644,700741,TRUE,FALSE,5225
18395820,133635,4048,125,8131,5610,254633,TRUE,FALSE,5226
18393510,53160,16402,341,60840,18126,1780896,TRUE,FALSE,5227
18392475,94575,4657,180,20679,19033,235427,TRUE,FALSE,5228
18384870,12105,7139,1603,63165,61063,875993,TRUE,FALSE,5229
18384195,115410,1725,156,14215,12216,324075,TRUE,TRUE,5230
18383355,61740,96738,114,26481,18489,6507137,TRUE,FALSE,5231
18376380,66285,2662,270,157672,5416,677081,TRUE,FALSE,5232
18374595,159435,1667,107,9883,7947,683399,TRUE,TRUE,5233
18362175,353655,2581,51,16616,13653,183146,FALSE,FALSE,5234
18354930,61890,3208,300,65666,57841,554212,TRUE,FALSE,5235
18352935,37905,1542,459,31622,31355,394628,FALSE,FALSE,5236
18348900,80910,3406,217,19316,11034,545700,TRUE,TRUE,5237
18348345,5385,25958,2324,8670,7108,4676319,TRUE,FALSE,5238
18341745,82605,2234,221,32308,27280,568052,TRUE,FALSE,5239
18339420,116070,996,162,12662,5373,329714,TRUE,TRUE,5240
18339405,194760,851,91,4418,3146,547481,TRUE,FALSE,5241
18314805,57900,8823,291,45710,25725,807443,TRUE,FALSE,5242
18313095,149760,3263,104,85807,14344,513803,TRUE,TRUE,5243
18309195,83985,5320,195,63600,46404,1282234,TRUE,TRUE,5244
18305760,69360,1312,248,26421,10895,581443,TRUE,FALSE,5245
18301035,103860,1362,155,21132,4782,363759,TRUE,TRUE,5246
18298125,14385,6254,552,4528,4527,5317826,FALSE,FALSE,5247
18297495,143070,608,127,55383,36193,557687,TRUE,FALSE,5248
18290595,40350,1630,419,173092,4451,302847,TRUE,FALSE,5249
18289935,57075,1014,292,23932,15135,271456,TRUE,FALSE,5250
18286320,49215,1469,338,41146,10275,399878,TRUE,FALSE,5251
18286080,13650,6232,1369,84111,7062,610298,TRUE,FALSE,5252
18283950,93255,4636,156,42975,1212,2253341,TRUE,FALSE,5253
18283575,39510,1642,473,33998,30713,444575,TRUE,FALSE,5254
18282975,47655,2028,366,9987,9951,3475530,FALSE,FALSE,5255
18282600,119760,802,148,47437,17370,705936,TRUE,FALSE,5256
18280080,51030,1175,359,72612,59027,603689,TRUE,TRUE,5257
18272325,14265,6476,1217,16013,4685,556671,FALSE,FALSE,5258
18271275,156840,2643,103,26963,26846,500933,TRUE,FALSE,5259
18269640,127275,939,145,14716,3666,234134,TRUE,TRUE,5260
18254295,47775,1151,372,11854,10978,562570,TRUE,FALSE,5261
18245025,47730,2009,358,34927,29297,625280,TRUE,FALSE,5262
18242205,10860,18809,1852,349738,1013,756198,TRUE,FALSE,5263
18234195,125955,13935,109,46648,4016,706082,TRUE,TRUE,5264
18234000,17250,4774,931,54989,35501,21928125,FALSE,FALSE,5265
18213225,88815,1662,207,15353,7788,1631466,TRUE,FALSE,5266
18210825,124755,310,146,3417,2147,163133,FALSE,FALSE,5267
18206430,2520,20852,7386,241177,138443,308733,FALSE,FALSE,5268
18203205,68595,1014,265,10236,5980,328957,FALSE,FALSE,5269
18202725,49815,4277,312,97639,97584,790031,FALSE,TRUE,5270
18200340,44775,1443,401,29116,3510,379974,TRUE,TRUE,5271
18194190,161850,1124,106,59659,3803,646611,TRUE,TRUE,5272
18186540,129660,5645,138,19287,17870,356441,TRUE,FALSE,5273
18181425,5685,13399,2632,33365,31971,823291,TRUE,FALSE,5274
18179670,89805,683,194,64973,42028,861742,TRUE,FALSE,5275
18176850,65625,1608,265,39326,8011,554916,TRUE,FALSE,5276
18174360,33015,1493,503,320013,-10520,378041,TRUE,TRUE,5277
18170265,119670,4107,143,29811,3357,354307,TRUE,FALSE,5278
18158025,58635,2271,282,28270,26173,256713,TRUE,FALSE,5279
18155460,2790,91697,7146,40574,40561,292975,FALSE,FALSE,5280
18154605,143625,442,122,16293,6823,930271,TRUE,FALSE,5281
18152175,94845,938,191,2171,2150,2971651,FALSE,FALSE,5282
18141540,47775,2364,355,12095,10333,624088,TRUE,FALSE,5283
18132855,30120,3443,621,29472,29300,395057,TRUE,TRUE,5284
18128715,127395,2582,141,18923,1126,521840,TRUE,TRUE,5285
18127935,88935,1506,179,44237,31961,423051,TRUE,FALSE,5286
18122640,82020,772,212,45715,561,309374,TRUE,FALSE,5287
18119610,71355,1599,254,62106,59452,497192,TRUE,TRUE,5288
18118830,92835,1493,193,15731,8974,260918,TRUE,FALSE,5289
18100050,9555,8818,1931,31247,20834,523963,TRUE,FALSE,5290
18097365,80505,1241,188,12483,2048,386780,FALSE,FALSE,5291
18093555,40650,2152,430,82979,62759,566815,TRUE,FALSE,5292
18092205,141225,796,124,8041,6909,301295,TRUE,FALSE,5293
18085515,71940,16763,244,20572,5284,532731,TRUE,TRUE,5294
18081885,5130,13640,2214,58573,44398,1655918,TRUE,FALSE,5295
18077175,60255,14934,275,49973,21070,469837,TRUE,TRUE,5296
18072900,128220,1903,131,15967,15707,723128,TRUE,FALSE,5297
18068625,51585,3055,325,26947,16473,931935,TRUE,FALSE,5298
18066210,35790,4772,492,64591,28348,1132344,TRUE,TRUE,5299
18064380,57720,1828,284,36083,29639,875844,TRUE,FALSE,5300
18058350,3990,9033,4428,249963,22670,433735,TRUE,FALSE,5301
18055410,26850,6035,579,22195,4359,2543210,TRUE,FALSE,5302
18053610,26055,13871,669,55100,40965,1072650,TRUE,FALSE,5303
18050010,75240,1571,239,38861,23647,623690,TRUE,TRUE,5304
18049755,89955,1197,198,89534,5420,321587,TRUE,FALSE,5305
18048930,56595,5532,323,63239,53173,277085,TRUE,FALSE,5306
18046260,15945,3917,1103,24872,12351,389930,TRUE,FALSE,5307
18044190,155100,2407,102,35455,14010,1169341,TRUE,FALSE,5308
18038235,53025,2632,338,123748,61634,726329,TRUE,FALSE,5309
18036555,49575,11856,347,76714,67221,808748,TRUE,FALSE,5310
18030600,97230,1373,174,63067,8583,322862,TRUE,TRUE,5311
18024375,78990,1749,221,102365,13952,775140,TRUE,FALSE,5312
18021990,57945,773,309,49717,10072,396353,TRUE,FALSE,5313
18017475,4455,15129,4017,101951,20632,507690,FALSE,FALSE,5314
18011520,51525,1854,321,52297,12797,634150,TRUE,TRUE,5315
18004920,111975,1015,156,9336,4105,1619823,TRUE,TRUE,5316
18000735,72765,583,225,9729,8658,2762494,FALSE,FALSE,5317
17998170,134520,2830,150,44268,44098,578144,TRUE,TRUE,5318
17994870,183270,3466,93,40462,2930,836688,TRUE,TRUE,5319
17994840,45300,1776,384,32713,24996,652369,TRUE,FALSE,5320
17993925,40965,13162,435,30718,27964,412067,TRUE,FALSE,5321
17991495,20895,3406,790,87254,85775,844300,TRUE,FALSE,5322
17989935,61875,18335,274,66518,56804,407467,TRUE,FALSE,5323
17989305,70080,3314,235,36202,4835,312391,TRUE,FALSE,5324
17986095,43080,2423,404,55968,32779,346884,TRUE,FALSE,5325
17984190,67515,5966,229,19520,7884,205729,TRUE,FALSE,5326
17977995,58860,1664,283,39237,1523,197476,TRUE,TRUE,5327
17976000,63075,2425,280,16961,13913,349504,TRUE,FALSE,5328
17975325,73740,3183,224,34501,10066,169005,TRUE,TRUE,5329
17969520,41850,21432,382,107416,105652,1007193,FALSE,FALSE,5330
17966820,1815,56372,13837,519382,51108,1183945,TRUE,FALSE,5331
17965605,62550,891,260,3164,2349,1049219,FALSE,FALSE,5332
17964210,118515,1127,144,5988,4887,194106,TRUE,TRUE,5333
17963775,36765,4591,488,51316,28013,928185,TRUE,TRUE,5334
17956440,77100,1096,222,41022,26877,492676,TRUE,FALSE,5335
17956260,61275,2062,255,27747,6632,353841,TRUE,FALSE,5336
17955315,64200,2696,285,51142,44457,914262,TRUE,FALSE,5337
17953215,49335,5645,337,116494,72393,1756845,TRUE,FALSE,5338
17948790,13395,4467,1255,369847,13169,978376,TRUE,FALSE,5339
17948355,57435,2003,288,28323,15601,376490,TRUE,TRUE,5340
17946915,21510,3541,703,107145,17421,338702,TRUE,FALSE,5341
17927220,10365,5311,1458,59561,51108,496162,TRUE,TRUE,5342
17919255,32775,1556,533,62488,53896,1012909,TRUE,FALSE,5343
17915040,82365,1223,199,5169,4412,280230,TRUE,FALSE,5344
17913270,52575,2524,319,53560,51026,606774,TRUE,FALSE,5345
17909880,17235,3116,1024,68838,65132,680397,TRUE,TRUE,5346
17905005,1935,12571,8888,233561,12597,504043,TRUE,TRUE,5347
17899785,123510,1072,123,27073,26355,183064,TRUE,FALSE,5348
17892480,59775,1267,284,45932,9137,537609,TRUE,FALSE,5349
17891580,204480,2147,76,29768,519,1636359,TRUE,TRUE,5350
17891220,82365,3661,199,14876,5094,381140,TRUE,FALSE,5351
17890680,118740,868,148,7830,6841,808539,TRUE,FALSE,5352
17886450,56775,9032,306,71046,15939,1147481,TRUE,FALSE,5353
17886420,63105,5119,271,51321,49667,559532,TRUE,TRUE,5354
17885145,105825,705,161,49107,7589,2078819,TRUE,TRUE,5355
17884170,91695,2002,186,8556,3172,271632,TRUE,FALSE,5356
17884125,89595,2187,179,15614,3471,2105985,TRUE,FALSE,5357
17883840,27855,3529,596,6552,6551,203637,FALSE,FALSE,5358
17882745,42210,4262,387,21668,7167,335218,TRUE,TRUE,5359
17882130,111810,4186,139,11616,4446,311037,FALSE,TRUE,5360
17880870,178425,624,98,5658,2833,277872,TRUE,FALSE,5361
