watch time,stream time,peak viewers,average viewers,followers,followers gained,views gained,partnered,mature,top count
73905015,18030,32314,2355,592644,55540,2558015,TRUE,FALSE,1688
73778325,66375,15833,561,120370,7116,4221800,TRUE,FALSE,1689
73760865,161235,3111,443,61578,8899,2134199,TRUE,TRUE,1690
73757415,75585,3212,918,96828,34663,1441938,TRUE,TRUE,1691
73681425,99600,12517,714,80273,8303,12390273,TRUE,FALSE,1692
73648965,37380,6739,2002,77430,28268,2635645,FALSE,FALSE,1693
73622940,65160,3642,1109,136399,62518,1720211,TRUE,TRUE,1694
73604715,54660,42238,1479,180076,26507,17482979,TRUE,FALSE,1695
73573695,93120,6138,743,236496,129494,5840545,TRUE,FALSE,1696
73556235,18465,27950,3973,343828,343131,2647117,FALSE,FALSE,1697
73515450,163125,2697,311,17058,10579,4228951,FALSE,FALSE,1698
73510635,86700,3588,841,92259,20364,984178,TRUE,FALSE,1699
73454565,136755,8501,549,145565,59442,2040619,TRUE,FALSE,1700
73446105,153345,4808,450,25663,24391,2741356,TRUE,FALSE,1701
73435065,125715,3846,426,86197,85212,1521168,TRUE,FALSE,1702
73395465,18135,20643,3978,135679,135132,1588419,TRUE,TRUE,1703
73375980,87435,3139,817,141565,98969,1875801,TRUE,TRUE,1704
73374930,21030,13709,3745,322172,161702,3403055,TRUE,FALSE,1705
73320135,45690,7766,1438,289196,78458,686543,TRUE,FALSE,1706
73299960,65115,6057,994,54617,54344,2743641,TRUE,FALSE,1707
73129590,99105,3048,701,47474,21528,1731425,TRUE,FALSE,1708
72987855,70215,6984,1012,262246,222434,1508251,TRUE,FALSE,1709
72906075,110250,3769,658,124580,26909,5244446,TRUE,FALSE,1710
72877830,27885,7595,2519,942112,471732,2326731,TRUE,FALSE,1711
72869085,104775,3349,644,12152,3414,1395122,TRUE,FALSE,1712
72767805,64845,2649,1166,168531,70961,3823219,TRUE,FALSE,1713
72660615,105390,2274,658,73436,11033,2347345,TRUE,FALSE,1714
72641070,80310,4539,852,264456,36028,1742207,FALSE,FALSE,1715
72628800,47175,24781,1147,82105,64911,3989924,TRUE,FALSE,1716
72623985,128145,2556,532,42314,38524,1307743,TRUE,FALSE,1717
72559635,110790,11718,563,189430,66661,1950646,TRUE,FALSE,1718
72522930,66810,18683,964,294482,275510,3372966,TRUE,FALSE,1719
72509565,121950,2132,573,56759,6491,2192685,TRUE,FALSE,1720
72335205,167445,2664,424,77557,33605,4006647,TRUE,FALSE,1721
72330270,203505,3433,353,69691,45243,1323739,TRUE,TRUE,1722
72330075,152235,2230,460,29836,17038,1546455,TRUE,FALSE,1723
72283845,67515,10869,795,403727,61802,2726011,TRUE,TRUE,1724
72267315,67365,20516,1047,126133,98653,4172021,TRUE,FALSE,1725
72082095,70725,12905,987,263690,173094,2898527,TRUE,FALSE,1726
72056325,50265,7961,1346,306478,280915,2005864,TRUE,TRUE,1727
72050085,107580,7369,674,90147,43945,1333658,TRUE,TRUE,1728
72026640,118770,6820,576,99198,38146,4421544,TRUE,FALSE,1729
71946315,93615,5496,748,114729,21249,1881752,TRUE,FALSE,1730
71936310,133155,5265,517,78461,48451,2426970,TRUE,FALSE,1731
71899770,11220,15858,6527,923809,46857,1674668,TRUE,FALSE,1732
71855385,92430,3329,850,100535,26139,4163448,TRUE,FALSE,1733
71816670,107535,1767,658,47949,4324,1926669,TRUE,FALSE,1734
71802210,46215,4348,1539,101347,25103,2473905,TRUE,FALSE,1735
71784810,75270,5144,912,142475,6508,2098273,TRUE,FALSE,1736
71776740,104550,3353,676,35383,6869,1542819,TRUE,FALSE,1737
71728350,104580,5117,652,67163,38890,1202209,TRUE,FALSE,1738
71629035,87930,4854,818,140871,36257,1351172,TRUE,FALSE,1739
71622930,60810,8215,1129,141671,7661,2246512,TRUE,FALSE,1740
71586975,89865,8942,783,153836,29716,2352748,TRUE,FALSE,1741
71563095,107640,4049,616,79197,70233,1286692,TRUE,FALSE,1742
71523900,132090,3349,544,690281,575459,1979927,TRUE,FALSE,1743
71414895,143895,3275,506,69252,64496,2226826,TRUE,FALSE,1744
71281695,115545,3499,583,100134,51424,1487901,TRUE,FALSE,1745
71264880,98535,5791,704,179517,38219,1359834,TRUE,FALSE,1746
71224725,97725,2733,694,27877,5273,1913701,TRUE,FALSE,1747
71215470,193905,9869,339,44358,12485,1648492,TRUE,FALSE,1748
71205060,68940,4440,1047,73420,10446,2671933,TRUE,TRUE,1749
71156865,89790,12177,694,41088,45909,583091,TRUE,TRUE,1750
71026800,138960,2320,496,29368,17459,1868417,TRUE,FALSE,1751
71005635,109935,2490,624,61808,29508,2822774,TRUE,FALSE,1752
70964310,75810,10249,819,79304,67353,1160462,TRUE,FALSE,1753
70842510,107175,4123,639,119074,14102,1571566,TRUE,FALSE,1754
70821240,26040,23542,2412,147196,146686,2050144,FALSE,FALSE,1755
70763565,60600,4743,1167,22345,1952,3606265,TRUE,FALSE,1756
70762095,161865,2069,433,33959,6146,890743,TRUE,FALSE,1757
70668390,95955,3372,694,159117,33655,2134347,TRUE,FALSE,1758
70554870,14955,63632,3506,131626,66379,7619491,TRUE,FALSE,1759
70396050,92085,2427,708,64216,32532,2280129,TRUE,FALSE,1760
70346925,70035,4832,1016,817129,-5316,1659848,TRUE,FALSE,1761
70340070,88950,4580,740,127339,57631,1542561,TRUE,TRUE,1762
70293345,23820,64413,2668,88650,40034,5062373,TRUE,FALSE,1763
70258590,114135,6127,657,52396,51046,59411,FALSE,FALSE,1764
70157370,3240,60715,22090,94349,39339,1488171,TRUE,FALSE,1765
70060470,45690,4648,1526,507819,276802,2080419,TRUE,FALSE,1766
69982830,270645,583,250,8744,8704,409186,FALSE,FALSE,1767
69905055,51630,4778,1387,439229,264820,4292796,TRUE,TRUE,1768
69878595,27840,24313,2612,178579,26081,12933527,TRUE,FALSE,1769
69867870,87090,12112,788,48741,48691,2237443,FALSE,FALSE,1770
69859890,55245,6553,1143,105786,65815,1527110,TRUE,FALSE,1771
69838020,71400,5409,909,61599,22667,687295,TRUE,FALSE,1772
69768405,518745,1227,134,406442,6426,926524,TRUE,FALSE,1773
69745680,59010,4997,1077,76192,76186,14374831,FALSE,FALSE,1774
69598905,48330,23981,1297,310530,20095,3085361,TRUE,FALSE,1775
69592260,32010,53443,2307,161700,123793,3217872,TRUE,TRUE,1776
69581835,65430,4456,846,211599,207033,2536203,TRUE,FALSE,1777
69467985,95025,3606,739,107226,45240,5159389,TRUE,FALSE,1778
69467775,117330,2942,576,139049,88151,2430698,TRUE,TRUE,1779
69428175,110625,2318,606,50827,50326,9007710,FALSE,FALSE,1780
69408345,61470,13151,1172,163517,106288,4666687,TRUE,TRUE,1781
69401925,109860,6471,626,116480,32846,3224151,TRUE,FALSE,1782
69388395,146250,2205,478,105671,27146,2426364,TRUE,FALSE,1783
69370845,92520,7276,677,225912,49687,1056789,TRUE,FALSE,1784
69275445,117615,3076,579,352409,13763,989088,TRUE,FALSE,1785
69256710,16965,34983,4832,75686,17631,2739269,TRUE,FALSE,1786
69252825,118140,1912,581,30302,4826,1610671,TRUE,FALSE,1787
69240060,117090,9114,597,146148,7751,1393902,TRUE,TRUE,1788
69235350,42900,8361,1441,353171,184406,2826520,TRUE,FALSE,1789
69185235,99450,4277,690,74621,12989,907385,TRUE,TRUE,1790
69095910,169245,3081,397,36723,28543,2346424,TRUE,TRUE,1791
69004185,296340,1559,233,81680,8168,11865649,TRUE,FALSE,1792
68969940,323775,9006,212,137994,76100,2250921,TRUE,FALSE,1793
68964285,125220,3079,542,27707,10555,2324126,TRUE,FALSE,1794
68951325,124290,14632,485,17674,17532,73253,FALSE,TRUE,1795
68951040,52005,5996,1229,205870,81251,681862,TRUE,FALSE,1796
68894010,120930,3314,544,33023,14171,1332711,TRUE,TRUE,1797
68851770,37920,9935,1510,372590,344624,1952813,TRUE,FALSE,1798
68843940,128520,11234,539,66218,22229,1492722,TRUE,FALSE,1799
68673465,96945,4317,679,77520,31608,5160119,TRUE,FALSE,1800
65092155,34665,8589,1658,57636,22184,810168,TRUE,FALSE,1801
65072520,494415,323,130,11271,5968,532672,TRUE,FALSE,1802
64880265,16620,13244,3807,217086,41506,1468027,TRUE,TRUE,1803
64854165,129285,3182,467,110335,109619,2064066,TRUE,FALSE,1804
64835010,60255,10264,1000,380080,318312,2564718,TRUE,TRUE,1805
64832130,151455,4614,388,89318,21081,822243,TRUE,FALSE,1806
64787760,58320,2953,1106,251612,51743,3157989,TRUE,TRUE,1807
64772070,92250,7697,747,282130,37900,2452237,TRUE,TRUE,1808
64696110,131970,7823,467,88790,23706,1341732,TRUE,TRUE,1809
64669995,33645,11162,1894,165806,143763,2407139,TRUE,FALSE,1810
64643280,90075,3326,625,146157,120667,1534443,TRUE,TRUE,1811
64554495,56340,4546,1132,102608,98066,707622,TRUE,FALSE,1812
64507470,82980,3368,765,221786,78947,1263295,TRUE,FALSE,1813
64461375,46125,29914,1237,419476,369736,2148411,TRUE,FALSE,1814
64429980,64785,2852,996,73585,13359,1447496,TRUE,TRUE,1815
64367445,118710,5999,521,92324,6908,1276750,TRUE,FALSE,1816
64295880,86175,5764,730,58982,6275,2117163,TRUE,TRUE,1817
64274775,73320,6573,857,249585,66686,1175508,TRUE,FALSE,1818
64268460,84360,3958,760,186875,51769,872556,TRUE,FALSE,1819
64240935,113715,3709,530,108975,107948,2955366,TRUE,FALSE,1820
64232550,106605,6313,611,341479,234656,2391658,FALSE,TRUE,1821
64160475,48195,4585,1324,145168,85960,1527830,TRUE,FALSE,1822
64120260,22035,13659,2369,154440,41932,1568678,TRUE,FALSE,1823
64083705,95385,9779,604,216934,199650,2674340,TRUE,TRUE,1824
64075905,17670,21771,3649,367659,230075,1623261,TRUE,FALSE,1825
64054485,8865,27584,6793,449368,82952,6029882,TRUE,TRUE,1826
63999885,71760,8383,882,304370,115627,2534317,TRUE,FALSE,1827
63899115,135150,4886,472,106820,54364,1134759,TRUE,FALSE,1828
63897840,491745,2536,126,130119,3830,1355227,FALSE,FALSE,1829
63825360,63210,3312,967,100000,22760,1038916,TRUE,FALSE,1830
63789135,22440,19720,2862,663436,611275,2492509,TRUE,FALSE,1831
63779520,95490,18072,633,134022,59072,1978416,TRUE,FALSE,1832
63739140,107160,7540,578,242775,204070,3380494,FALSE,TRUE,1833
63675375,14625,13644,4336,288094,131405,3225654,TRUE,TRUE,1834
63622980,101820,11326,587,111208,74084,543653,TRUE,FALSE,1835
63539460,67650,2370,938,131364,32777,2243549,TRUE,FALSE,1836
63465240,63735,6866,1009,202782,77509,3758131,TRUE,FALSE,1837
63422415,13515,13836,4715,117159,112487,459570,FALSE,FALSE,1838
63413325,104130,2416,591,187626,37058,1656001,TRUE,TRUE,1839
63397620,49725,30361,1622,273328,270543,1564714,TRUE,FALSE,1840
63296250,93345,13342,612,125959,88367,1997925,TRUE,FALSE,1841
63270030,97800,79859,717,424774,24001,7990138,TRUE,TRUE,1842
63262920,25380,16018,2508,505924,505924,5312660,TRUE,FALSE,1843
63211200,28920,21908,2212,366605,103730,2195352,TRUE,FALSE,1844
63192225,84780,5486,708,297497,234767,1650978,TRUE,FALSE,1845
63131220,130455,2129,465,142515,25215,7616791,TRUE,FALSE,1846
63116340,178410,12757,350,64760,30874,3126104,TRUE,FALSE,1847
63020175,68400,2703,899,128394,20487,1448343,TRUE,FALSE,1848
62983035,65685,5786,923,468339,269288,2954610,TRUE,TRUE,1849
62977845,133140,4863,444,22955,13336,1645456,TRUE,FALSE,1850
62858580,39195,10033,1559,105147,103793,2767561,FALSE,TRUE,1851
62772105,247845,1264,240,128649,12553,1402344,TRUE,FALSE,1852
62759340,44385,18920,1282,171617,169996,1835240,TRUE,FALSE,1853
62704695,12555,18167,3796,54524,15108,12246103,TRUE,FALSE,1854
62696700,125625,12636,381,44893,23759,1017897,TRUE,TRUE,1855
62680920,116100,10538,481,133859,90191,1403609,TRUE,FALSE,1856
62662380,135000,4307,437,51264,25979,2296684,TRUE,FALSE,1857
62516415,138990,3849,423,68472,55287,759153,TRUE,FALSE,1858
62464020,95700,2710,617,46739,13525,972022,TRUE,FALSE,1859
62462535,67830,4340,894,52818,33336,4206316,TRUE,FALSE,1860
62450640,183435,3342,352,66552,23456,2484509,TRUE,FALSE,1861
62405415,98670,6175,582,154988,61521,6954822,TRUE,FALSE,1862
62386710,22275,25160,3001,113651,100969,1263405,TRUE,FALSE,1863
62366640,84150,4767,707,179169,96172,6728761,TRUE,FALSE,1864
62134380,129585,2102,472,38550,27757,1274104,TRUE,FALSE,1865
62112030,88485,6071,671,58240,29538,2831120,TRUE,FALSE,1866
62097585,160125,4192,372,57819,34463,1413903,TRUE,TRUE,1867
62064120,112305,9563,534,73230,13715,1073042,TRUE,TRUE,1868
62062860,116580,2218,520,53036,13472,877608,TRUE,FALSE,1869
62057610,46365,6087,1363,130692,88665,2728100,TRUE,FALSE,1870
62040000,66000,4182,882,66298,20726,2179541,TRUE,FALSE,1871
62012700,133425,13290,445,131481,57783,933867,TRUE,TRUE,1872
61981620,143490,7922,357,158997,64288,1788550,TRUE,FALSE,1873
61979940,59445,3513,1024,136257,98885,2117487,TRUE,FALSE,1874
61956435,88950,4780,712,21169,21106,3524060,TRUE,FALSE,1875
61924995,128295,2839,470,89538,72633,2986394,TRUE,FALSE,1876
61879485,119715,4186,473,81559,75863,1131445,TRUE,FALSE,1877
61835295,137025,2705,452,53395,40799,1342435,TRUE,FALSE,1878
61610835,114195,5386,567,61011,55125,4333675,TRUE,FALSE,1879
61606455,144120,2033,429,43544,11177,1093336,TRUE,TRUE,1880
61501515,34860,20577,1656,141814,67485,1663507,TRUE,FALSE,1881
61500765,103260,3294,618,40966,19750,623796,TRUE,FALSE,1882
61481640,116175,2131,517,132608,17815,2142035,TRUE,FALSE,1883
61470120,35415,11410,1663,306930,81058,2191408,TRUE,FALSE,1884
61450065,65850,10603,840,102118,65705,1139196,TRUE,TRUE,1885
61430190,71430,3765,807,174251,159108,2333762,TRUE,FALSE,1886
61416885,61845,3716,945,110715,70910,2435332,TRUE,FALSE,1887
61294935,214095,2782,228,5191,5175,1058862,TRUE,FALSE,1888
61221135,95475,5102,624,20556,8479,2565517,TRUE,FALSE,1889
61218870,123585,51473,273,20556,16578,502340,TRUE,FALSE,1890
61217355,515595,325,117,3423,2311,385148,FALSE,FALSE,1891
61145790,18180,10527,3284,233257,176924,652025,TRUE,TRUE,1892
61140225,101340,3007,577,38183,13962,4212284,TRUE,FALSE,1893
61020480,84990,2112,716,35007,16356,865502,TRUE,FALSE,1894
60955785,109320,2237,543,26777,14979,996914,TRUE,TRUE,1895
60951810,58335,5942,901,95856,93240,2740146,TRUE,FALSE,1896
60948570,30240,13119,1777,208156,178705,3546798,TRUE,FALSE,1897
60893220,84000,23633,678,103706,73913,1470867,TRUE,TRUE,1898
60856470,22785,14956,2575,304923,190770,743277,TRUE,FALSE,1899
60856200,165885,4704,344,95577,5609,1306842,TRUE,FALSE,1900
60839550,61485,27079,874,131681,131166,2337925,FALSE,TRUE,1901
60816285,23190,30090,2388,98390,72422,3561068,TRUE,FALSE,1902
60749085,41955,22071,1029,278722,60361,4834626,TRUE,FALSE,1903
60746955,77130,11890,764,131965,38373,4089787,TRUE,TRUE,1904
60745725,93150,7803,652,82051,25185,2557141,TRUE,TRUE,1905
60709035,55200,3035,1096,43207,24662,950068,TRUE,FALSE,1906
60707730,10890,41113,3786,231163,30083,3780956,TRUE,FALSE,1907
60671445,72705,4269,832,259488,34952,2264055,TRUE,FALSE,1908
60670605,139275,4817,378,55015,42149,1498133,TRUE,FALSE,1909
60645525,26505,52064,2202,382034,371271,1769665,TRUE,FALSE,1910
60589335,17625,13131,3459,16973,16881,22701512,TRUE,FALSE,1911
60575700,134220,3819,446,70480,8407,2451109,TRUE,FALSE,1912
60545295,52425,5057,1144,559149,221990,2041919,TRUE,TRUE,1913
60520785,121980,2260,476,149793,27236,1153323,TRUE,TRUE,1914
60517815,67065,9757,908,194697,139028,2228901,TRUE,FALSE,1915
60490935,91725,3910,591,60772,28266,1370834,TRUE,FALSE,1916
60417495,53700,10966,1055,286175,40853,1574104,TRUE,FALSE,1917
60389235,75030,2820,794,35854,19490,1112915,TRUE,TRUE,1918
60376110,37290,11332,1573,946515,13503,1870259,TRUE,FALSE,1919
60364455,62700,3693,960,94059,21746,1332885,TRUE,TRUE,1920
60233235,63660,5774,893,49560,49105,2339452,TRUE,TRUE,1921
60222180,67350,5095,862,138618,63795,2461931,TRUE,FALSE,1922
60182385,32730,8770,1781,304221,182321,1588677,TRUE,FALSE,1923
60177840,49605,7891,991,90070,86855,621638,TRUE,FALSE,1924
60105930,110970,4615,519,64078,14260,783602,TRUE,TRUE,1925
60058050,166455,2707,341,229726,41332,10901995,TRUE,FALSE,1926
60038160,420855,1110,140,1171,1171,692248,FALSE,TRUE,1927
60030825,111165,6975,531,322848,108375,2820268,TRUE,TRUE,1928
59963955,119310,1827,462,28499,4637,2492916,TRUE,FALSE,1929
59942340,106665,2441,562,83576,13091,933891,TRUE,FALSE,1930
59879565,142785,12177,417,122725,88880,1444365,TRUE,FALSE,1931
59773140,186495,2870,302,18554,3862,2886196,TRUE,FALSE,1932
59696730,9150,24425,5593,81475,16458,4119091,TRUE,FALSE,1933
59397150,52845,10062,1105,175919,23112,2010191,TRUE,FALSE,1934
59362320,290700,653,203,63131,5419,997000,TRUE,FALSE,1935
59340405,89790,9934,579,121238,22987,2398469,TRUE,FALSE,1936
59312655,4350,89854,8126,244848,97441,3640725,TRUE,FALSE,1937
59309760,85440,25506,672,79951,23329,1433965,TRUE,FALSE,1938
59297775,88530,8649,585,150427,110598,1716131,TRUE,TRUE,1939
59284425,89070,3232,635,70511,69605,652522,TRUE,TRUE,1940
59268930,93690,4019,559,13708,13063,2824960,TRUE,FALSE,1941
59256675,133590,1802,438,36482,10010,1264961,TRUE,FALSE,1942
59246895,112155,2213,525,113272,41888,1183685,TRUE,TRUE,1943
59200425,15150,15525,3972,379684,239045,1628066,TRUE,FALSE,1944
59197935,132720,2685,433,28537,7839,1621473,TRUE,TRUE,1945
59173935,132675,2081,430,48387,19660,964984,TRUE,FALSE,1946
59125545,93405,8061,563,166425,158562,2376171,TRUE,FALSE,1947
59125050,83475,12040,728,140626,129456,2348649,TRUE,FALSE,1948
59125020,79590,5175,656,163188,53663,6003723,TRUE,FALSE,1949
59112915,149790,9533,390,126585,36600,1309926,TRUE,FALSE,1950
59076330,29070,6732,1681,327535,78132,5019347,TRUE,FALSE,1951
59046075,79095,3482,747,28091,26535,636159,TRUE,TRUE,1952
58981335,25605,8620,2055,296415,10042,2190678,TRUE,FALSE,1953
58979700,57735,6398,508,136801,67710,1345935,TRUE,FALSE,1954
58887480,107970,5739,490,53494,7109,1110190,TRUE,TRUE,1955
58804680,39360,5614,1466,249053,157156,1090465,TRUE,FALSE,1956
58769205,38580,5660,1515,184477,47796,2477886,TRUE,FALSE,1957
58729065,165405,6785,367,98071,94402,1255270,TRUE,FALSE,1958
58728240,89475,3846,618,47537,18666,1227682,TRUE,FALSE,1959
58717260,13425,23628,3741,71497,49732,8176356,TRUE,FALSE,1960
58712940,53565,13288,1160,142723,40258,2997583,TRUE,FALSE,1961
58646700,98970,1952,578,27830,7399,478128,TRUE,TRUE,1962
58588380,19470,14580,2914,36685,36680,6138299,TRUE,FALSE,1963
58582965,31245,13890,1624,559056,511298,2273650,TRUE,FALSE,1964
58582965,53175,74696,1623,102337,40455,15589637,TRUE,FALSE,1965
58578240,82515,2691,648,230592,7760,1361968,TRUE,FALSE,1966
58542975,56310,24480,952,318435,317050,5541668,FALSE,TRUE,1967
58542240,135330,4203,418,127351,59250,1380935,TRUE,TRUE,1968
58540395,58650,2238,991,180468,10005,1065318,TRUE,FALSE,1969
58527600,152955,2951,361,26878,26807,1798742,TRUE,FALSE,1970
58465815,263085,2026,266,130804,55855,1642649,TRUE,TRUE,1971
58445655,180750,1340,308,26295,7261,2303034,TRUE,FALSE,1972
58445580,98805,12758,572,112476,73817,1075548,TRUE,TRUE,1973
58427670,419730,3967,125,7693,564,88515,FALSE,TRUE,1974
58416495,5250,51972,12759,595840,21216,2469503,TRUE,FALSE,1975
58394235,231465,709,250,17499,1928,962269,TRUE,FALSE,1976
58380135,112860,6272,508,50107,16177,1896638,TRUE,FALSE,1977
58319385,113730,2654,488,37088,32087,1078459,TRUE,TRUE,1978
58314705,43080,12334,1234,74687,74269,4072794,TRUE,FALSE,1979
58303290,32835,4103,1712,186636,106991,1281718,TRUE,TRUE,1980
58266105,69225,3060,704,63078,62502,580209,TRUE,TRUE,1981
58250820,20295,14555,2655,349770,75626,2514258,TRUE,TRUE,1982
58248060,102885,2157,621,27074,17497,1309487,TRUE,TRUE,1983
58202370,140985,4049,400,111094,33477,1631371,TRUE,TRUE,1984
58201110,144975,2148,388,61005,5243,789534,TRUE,TRUE,1985
58167855,48900,10424,1123,158390,68628,2879012,TRUE,TRUE,1986
58149120,20340,9609,2770,229709,16673,3466665,TRUE,FALSE,1987
58087740,116880,1911,486,57265,27062,2365699,TRUE,FALSE,1988
58046415,31350,6999,1690,151146,149190,1210320,FALSE,FALSE,1989
58027710,74940,3231,773,67872,7582,2266049,TRUE,TRUE,1990
58012590,78030,3234,719,220953,97395,1958575,TRUE,TRUE,1991
58010130,87660,19680,556,254808,91019,1694227,TRUE,TRUE,1992
57981420,44835,5679,1262,161138,52193,2390336,TRUE,TRUE,1993
57969870,94290,1521,619,46136,11567,1543153,TRUE,FALSE,1994
57917235,59940,4102,971,422577,206692,1336437,TRUE,FALSE,1995
57904065,58845,4339,981,144277,11432,3148019,TRUE,TRUE,1996
57903000,1755,140252,31995,219666,193065,1533574,TRUE,FALSE,1997
57883575,44415,5461,1203,191511,58545,639382,TRUE,FALSE,1998
57856635,44985,4042,1092,29171,10695,652652,TRUE,TRUE,1999
57823665,61485,3595,935,109815,104356,1050058,TRUE,FALSE,2000
57789240,47235,22562,949,256179,234211,2840114,TRUE,TRUE,2001
57774660,95460,2651,619,44741,6326,932952,TRUE,FALSE,2002
57748035,294990,1847,196,38393,9062,3757526,FALSE,FALSE,2003
57716550,18660,9383,2994,41472,22969,2358910,TRUE,TRUE,2004
57665475,343950,5480,191,16777,5908,1451280,FALSE,TRUE,2005
57639150,77025,6274,799,84830,50540,3665369,TRUE,FALSE,2006
57631590,75900,8128,648,18287,17067,5784632,TRUE,TRUE,2007
57612000,6000,35999,8515,75491,74563,958782,TRUE,FALSE,2008
57608790,34035,6428,1688,348234,118754,1417361,TRUE,FALSE,2009
57608115,143235,4603,359,101706,85619,1578144,TRUE,FALSE,2010
57604875,149265,6794,382,48412,10712,1060901,TRUE,TRUE,2011
57566535,47505,5598,1181,84317,11505,766214,TRUE,TRUE,2012
57498765,85680,4359,619,125405,84770,982241,TRUE,FALSE,2013
57471315,67665,2357,784,64199,24064,1744096,TRUE,FALSE,2014
57410040,65400,19885,870,237538,31114,2407150,TRUE,FALSE,2015
57399255,36555,9139,1536,122854,26410,1623267,TRUE,FALSE,2016
57387525,34140,24099,1011,26146,25591,12056559,TRUE,FALSE,2017
57348855,141435,1591,397,63398,12854,1989796,TRUE,FALSE,2018
57340800,42435,9003,1323,292418,286410,2209211,TRUE,FALSE,2019
57306150,159255,2492,346,65527,6594,8701883,TRUE,FALSE,2020
57304950,125595,4295,438,92341,22996,3975000,TRUE,FALSE,2021
57292080,138915,16036,396,231114,65272,1336285,TRUE,FALSE,2022
57260535,19305,16634,2935,35463,35435,2634330,TRUE,FALSE,2023
57232095,25575,11951,2175,217242,32841,2717606,TRUE,FALSE,2024
57199860,91065,2609,601,47757,23284,1551061,TRUE,FALSE,2025
57161700,52935,7404,1025,68722,42618,4658424,TRUE,FALSE,2026
57055560,21600,10107,2640,236320,35127,646264,TRUE,TRUE,2027
56998350,124995,4289,364,130163,112527,3043186,TRUE,FALSE,2028
56995485,97965,1415,570,24515,7603,1006301,TRUE,FALSE,2029
56973135,62775,7578,916,159390,157838,3281408,TRUE,FALSE,2030
56928705,135150,5764,415,26088,18288,1422985,TRUE,TRUE,2031
56913870,55230,4155,919,34962,20444,1404472,TRUE,FALSE,2032
56815185,39660,6888,1331,177436,57038,1425323,TRUE,FALSE,2033
56792775,33180,6641,1740,427570,43661,1429807,TRUE,TRUE,2034
56768865,114285,3960,444,26477,25754,1873145,TRUE,FALSE,2035
56742405,52395,12815,1023,95616,81966,1399195,TRUE,FALSE,2036
56679645,54150,4531,828,68471,59838,1190467,TRUE,FALSE,2037
56655690,80610,12358,666,177350,22852,2029694,TRUE,FALSE,2038
56643525,11955,49272,4476,57943,46674,4196970,TRUE,FALSE,2039
56629230,30255,15048,1625,578428,86266,4073868,TRUE,FALSE,2040
56615925,154650,2008,351,38331,19776,3605803,TRUE,FALSE,2041
56527785,93135,3308,591,86969,13677,816963,TRUE,FALSE,2042
56487675,45285,15169,1045,117736,28840,1364748,TRUE,FALSE,2043
56466555,146100,3346,383,31995,12853,1437014,TRUE,FALSE,2044
56451285,128640,7091,373,25040,21213,1002423,TRUE,FALSE,2045
56434245,80055,5969,335,186887,50598,1703531,TRUE,FALSE,2046
56401155,105015,2273,533,28346,15014,3243231,TRUE,FALSE,2047
56375190,101325,4204,487,35378,28860,1412557,FALSE,TRUE,2048
56329125,152715,2479,335,23536,13499,222737,FALSE,TRUE,2049
56324205,131235,2722,413,32626,6240,2707637,TRUE,FALSE,2050
56295915,469785,783,119,32468,19809,276362,FALSE,FALSE,2051
56224140,132915,1761,419,67664,11959,2348955,TRUE,FALSE,2052
56201295,63705,19577,647,81236,44003,14339767,TRUE,FALSE,2053
56168670,91335,5480,592,116913,65906,2342023,TRUE,FALSE,2054
56122590,30435,6003,1763,285464,212104,1674666,TRUE,FALSE,2055
56094225,135855,4092,399,69017,53376,1748325,TRUE,FALSE,2056
56078100,40635,14744,1188,75551,74045,2331267,TRUE,FALSE,2057
56059185,89085,7246,584,207488,9173,1581055,TRUE,TRUE,2058
55950855,8100,9650,7036,389804,115103,877616,TRUE,FALSE,2059
55908855,26850,18640,1759,180333,22841,2469225,TRUE,FALSE,2060
55861590,127890,2408,409,230286,133321,1165398,FALSE,FALSE,2061
55815210,83355,2099,678,42628,26009,711187,TRUE,TRUE,2062
55779600,23670,16106,2448,426958,210085,1678985,TRUE,FALSE,2063
55776675,95265,1554,542,69676,2846,997164,TRUE,FALSE,2064
55731390,89130,3669,536,108287,54926,2054763,TRUE,TRUE,2065
55677450,102060,2505,519,130925,72596,1510493,TRUE,FALSE,2066
55640235,281460,1522,178,9664,9631,8621106,FALSE,FALSE,2067
55625265,138675,1307,405,62700,9500,1567329,TRUE,TRUE,2068
55584315,105330,17019,456,67539,25997,1744518,TRUE,FALSE,2069
55577595,22515,76362,2117,398405,398073,1971156,TRUE,FALSE,2070
55501725,73680,7290,716,535095,42465,1993307,TRUE,TRUE,2071
55477200,150225,2242,361,291037,77905,1883453,TRUE,FALSE,2072
55455825,119970,3866,446,67647,29102,2154883,TRUE,FALSE,2073
55434735,55605,4278,915,54215,27516,1020623,TRUE,FALSE,2074
55431930,178620,2587,305,81054,5569,3364786,TRUE,FALSE,2075
55421040,182520,1809,333,215194,73237,2741018,TRUE,TRUE,2076
55412910,177435,2586,307,79980,1562,1862838,TRUE,FALSE,2077
55391325,66855,9785,925,69514,12534,1150266,TRUE,FALSE,2078
55389570,50400,83588,1091,100819,14947,13023317,TRUE,FALSE,2079
55364055,268890,11296,194,54977,21241,1936228,TRUE,TRUE,2080
55311300,77280,4349,684,102573,80235,1294871,TRUE,FALSE,2081
55308660,42000,4062,1199,84835,30060,927522,TRUE,TRUE,2082
55297650,44100,31509,815,178639,171621,1023764,TRUE,FALSE,2083
55252500,102975,4923,529,164905,113435,4353815,TRUE,FALSE,2084
